doi	subject
44286-024-00100-x	Biotechnology
44286-024-00100-x	Chemical engineering
44287-024-00103-z	Electrical and electronic engineering
44287-024-00103-z	Electronic and spintronic devices
44287-024-00103-z	Magnetic devices
44287-024-00089-8	Electrical and electronic engineering
44287-024-00089-8	Mechanical engineering
44310-024-00043-4	Nanophotonics and plasmonics
44310-024-00043-4	Quantum optics
44310-024-00043-4	Single photons and quantum effects
44310-024-00043-4	Two-dimensional materials
44310-024-00043-4	X-rays
44286-024-00095-5	Chemical engineering
44286-024-00094-6	
44286-024-00083-9	Biomaterials – cells
44286-024-00083-9	Chemical engineering
44286-024-00083-9	Fluid dynamics
44286-024-00083-9	Phase transitions and critical phenomena
44286-024-00083-9	Self-assembly
44284-024-00087-9	Complex networks
44284-024-00087-9	Developing world
44284-024-00087-9	Environmental social sciences
44284-024-00087-9	Geography
44284-024-00090-0	
44287-024-00054-5	Cortex
44287-024-00054-5	Neural decoding
44355-024-00009-5	Biochemistry
44355-024-00009-5	Hepatology
44284-023-00030-4	
44286-023-00025-x	
44260-024-00007-x	Statistical methods
44260-024-00007-x	Statistical physics
44260-024-00007-x	 thermodynamics and nonlinear dynamics
44286-024-00101-w	Chemical engineering
44286-024-00101-w	Computational science
44284-024-00095-9	Cultural and media studies
44284-024-00096-8	Developing world
44284-024-00096-8	Environmental impact
44287-024-00079-w	Computational science
44287-024-00079-w	Mechanical engineering
44284-024-00097-7	Careers
44284-024-00097-7	Decision making
44284-024-00097-7	Policy
44284-024-00097-7	Politics and international relations
44284-024-00054-4	
44287-024-00041-w	Communication
44287-024-00041-w	Electrical and electronic engineering
44287-024-00070-5	Chemical engineering
44287-024-00070-5	Electrical and electronic engineering
44287-024-00070-5	Electronic devices
44287-024-00070-5	Polymers
44287-024-00070-5	Surfaces
44287-024-00070-5	 interfaces and thin films
44355-024-00011-x	Diseases
44355-024-00011-x	Gastroenterology
44335-024-00015-z	Complex networks
44335-024-00015-z	Computational science
44335-024-00015-z	Electrical and electronic engineering
44335-024-00015-z	Information theory and computation
44335-024-00015-z	Nonlinear phenomena
44325-024-00035-5	Atrial fibrillation
44325-024-00035-5	Cardiovascular genetics
44310-024-00045-2	Metamaterials
44310-024-00045-2	Nanophotonics and plasmonics
44310-024-00045-2	Nanoscale biophysics
44287-024-00062-5	Electrical and electronic engineering
44287-024-00062-5	Electronic devices
44328-024-00012-z	Biomedical engineering
44328-024-00012-z	Imaging
44328-024-00012-z	Medical imaging
44286-024-00040-6	Chemical engineering
44284-024-00041-9	
44287-024-00040-x	Electrical and electronic engineering
44287-024-00040-x	Electronic devices
44286-024-00041-5	Chemical engineering
44286-024-00041-5	Computational science
44286-024-00041-5	Computer science
44286-024-00044-2	
44284-024-00045-5	
44286-024-00042-4	
44284-024-00031-x	Development studies
44284-024-00031-x	Social policy
44287-024-00076-z	Computational science
44287-024-00076-z	Data processing
44287-024-00076-z	Electrical and electronic engineering
44287-024-00063-4	Displays
44287-024-00063-4	Electrical and electronic engineering
44287-024-00063-4	Electronic devices
44286-024-00079-5	Batteries
44286-024-00079-5	Chemical engineering
44304-024-00020-z	Geophysics
44304-024-00020-z	Natural hazards
44323-024-00006-0	Diseases
44323-024-00006-0	Plant sciences
44260-024-00013-z	Complex networks
44260-024-00013-z	Computational science
44335-024-00007-z	Electrical and electronic engineering
44335-024-00007-z	Electronic devices
44335-024-00007-z	Nonlinear phenomena
44287-024-00042-9	Climate-change impacts
44287-024-00042-9	Electrical and electronic engineering
44260-024-00009-9	Computational science
44260-024-00009-9	Computer science
44260-024-00009-9	Culture
44355-024-00006-8	Colorectal cancer
44355-024-00006-8	Microbial communities
44355-024-00006-8	Predictive markers
44328-024-00009-8	Diagnosis
44328-024-00009-8	Imaging and sensing
44334-024-00001-0	Design
44334-024-00001-0	 synthesis and processing
44334-024-00001-0	Electronic devices
44334-024-00001-0	Engineering
44334-024-00001-0	Techniques and instrumentation
44335-024-00008-y	Electrical and electronic engineering
44335-024-00008-y	Mathematics and computing
44335-024-00008-y	Nanoscale devices
44325-024-00018-6	Cardiology
44325-024-00018-6	Cardiovascular diseases
44325-024-00018-6	Therapeutics
44287-024-00043-8	Biomedical engineering
44287-024-00043-8	Electrical and electronic engineering
44325-024-00016-8	Cardiovascular diseases
44325-024-00016-8	Medical imaging
42256-024-00874-y	Computer science
42256-024-00874-y	Scientific community
42256-024-00874-y	Scientific data
42256-024-00870-2	Computer science
42256-024-00870-2	Cryoelectron microscopy
42256-024-00861-3	Computer science
42256-024-00861-3	Electrical and electronic engineering
43017-024-00612-3	Geodynamics
43017-024-00612-3	Tectonics
42255-024-01127-3	Bacteria
42255-024-01127-3	Caenorhabditis elegans
42255-024-01127-3	Metabolism
42255-024-01127-3	Metabolomics
42255-024-01098-5	Bacteria
42255-024-01098-5	Caenorhabditis elegans
42255-024-01098-5	Metabolism
42255-024-01098-5	Metabolomics
42255-024-01099-4	Feeding behaviour
42255-024-01099-4	Neural circuits
42255-024-01099-4	Neurophysiology
42255-024-01072-1	Bacterial host response
42255-024-01072-1	Homeostasis
42255-024-01072-1	Obesity
42255-024-01063-2	Gastrointestinal system
42255-024-01063-2	Hepatology
42255-024-01063-2	Liver
42255-024-01063-2	Metabolism
42256-024-00857-z	Computational science
42256-024-00857-z	Computer science
42256-024-00857-z	Scientific community
42255-024-01070-3	Atherosclerosis
42255-024-01070-3	Fatty acids
42255-024-01070-3	Metabolic diseases
42256-024-00855-1	Computational biology and bioinformatics
42256-024-00855-1	Drug discovery
42256-024-00846-2	Computational neuroscience
42256-024-00846-2	Computational science
42256-024-00853-3	Adaptive optics
42256-024-00853-3	Software
42256-024-00853-3	Wide-field fluorescence microscopy
42256-024-00858-y	Computational science
42256-024-00858-y	Medical research
42254-024-00753-w	Statistical physics
42256-024-00912-9	Cancer imaging
42256-024-00912-9	Molecular imaging
42256-024-00912-9	Whole body imaging
42254-024-00760-x	Statistical mechanics
42254-024-00761-w	Statistical physics
42254-024-00761-w	 thermodynamics and nonlinear dynamics
42255-024-01161-1	Immunology
42255-024-01161-1	Physiology
42255-024-01145-1	Interferons
42255-024-01145-1	Mitochondria
42255-024-01145-1	Monocytes and macrophages
42255-024-01145-1	RIG-I-like receptors
42255-024-01167-9	Cancer metabolism
42255-024-01167-9	Metabolic disorders
42255-024-01167-9	Metabolism
42255-024-01148-y	Autoimmunity
42255-024-01148-y	Inflammation
42256-024-00921-8	
42256-024-00849-z	Drug development
42256-024-00849-z	Machine learning
42256-024-00849-z	Virtual screening
42256-024-00854-2	Biomedical engineering
42256-024-00854-2	Neuroscience
42255-024-01060-5	Cancer metabolism
42255-024-01060-5	Cell biology
42255-024-01060-5	DNA
42255-024-01060-5	Medical genetics
42255-024-01060-5	Metabolism
42255-024-01024-9	Applied microbiology
42255-024-01024-9	Bacterial synthetic biology
42255-024-01024-9	Metabolic engineering
42255-024-01024-9	Metabolism
42255-024-01024-9	Metabolomics
42256-024-00890-y	Computational models
42256-024-00890-y	Gene expression
42256-024-00890-y	Gene regulation
42256-024-00890-y	Machine learning
42256-024-00890-y	Software
42255-024-01152-2	Biochemistry
42255-024-01152-2	Molecular medicine
42255-024-01083-y	Fat metabolism
42255-024-01083-y	Obesity
42256-024-00864-0	Computer science
42256-024-00864-0	Translational research
42256-024-00899-3	Data mining
42256-024-00899-3	Literature mining
42256-024-00899-3	Machine learning
42256-024-00892-w	Computational science
42256-024-00892-w	Electrical and electronic engineering
42256-024-00892-w	Information technology
42256-024-00892-w	Neuroscience
42256-024-00898-4	Computer science
42256-024-00898-4	Health care
42256-024-00893-9	Biomechanics
42256-024-00893-9	Mechanical engineering
42256-024-00900-z	Computational chemistry
42256-024-00900-z	Computational science
42256-024-00900-z	Computer science
42256-024-00900-z	Drug discovery
42256-024-00900-z	Machine learning
42256-024-00883-x	Computational biophysics
42256-024-00883-x	Single-molecule biophysics
42256-024-00888-6	Computational models
42256-024-00888-6	Drug safety
42256-024-00945-0	
42255-024-01093-w	Cancer metabolism
42255-024-01093-w	Machine learning
42255-024-01093-w	Metabolism
42255-024-01093-w	Post-translational modifications
42255-024-01093-w	Protein function predictions
42256-024-00876-w	Cheminformatics
42256-024-00876-w	Machine learning
42255-024-01101-z	Diabetes
42255-024-01101-z	Metabolic diseases
42255-024-01101-z	Obesity
42255-024-01101-z	Translational research
42255-024-01085-w	Fat metabolism
42255-024-01085-w	Fatty acids
42255-024-01085-w	Liver
42255-024-01085-w	Metabolism
42255-024-01085-w	Post-translational modifications
42255-024-01109-5	Endocrinology
42255-024-01109-5	Risk factors
42255-024-01109-5	Type 2 diabetes
42254-024-00790-5	Policy
42256-024-00929-0	Health services
42256-024-00929-0	Medical research
42255-024-01142-4	Cell signalling
42255-024-01142-4	Metabolism
42255-024-01142-4	Molecular medicine
42255-024-01142-4	Monocytes and macrophages
42256-024-00902-x	Computational science
42256-024-00902-x	Computer science
42255-024-01103-x	Lifestyle modification
42255-024-01103-x	Metabolism
42255-024-01103-x	Obesity
42255-024-01103-x	Translational research
42255-024-01115-7	Cell signalling
42255-024-01115-7	Metabolism
42255-024-01115-7	Molecular medicine
42255-024-01115-7	Monocytes and macrophages
42255-024-01118-4	Biological techniques
42255-024-01118-4	Metabolomics
42256-024-00889-5	Cancer imaging
42256-024-00889-5	Machine learning
42256-024-00882-y	Biomedical engineering
42256-024-00882-y	Computer science
42256-024-00882-y	Diagnostic markers
42256-024-00882-y	Motor cortex
42256-024-00882-y	Parkinson's disease
42256-024-00873-z	Machine learning
42256-024-00873-z	Molecular modelling
42256-024-00873-z	Protein structure predictions
42256-024-00873-z	Software
42255-024-01153-1	Endocrine system and metabolic diseases
42255-024-01153-1	Metabolic diseases
42256-024-00905-8	Machine learning
42256-024-00905-8	Molecular modelling
42256-024-00905-8	Protein structure predictions
42256-024-00905-8	Software
42254-024-00779-0	Science in culture
42255-024-01119-3	Biochemical reaction networks
42255-024-01119-3	Hepatocytes
42255-024-01119-3	Metabolic syndrome
42255-024-01119-3	Metabolomics
42255-024-01119-3	Translational research
42256-024-00879-7	Applied mathematics
42256-024-00879-7	Computer science
42256-024-00879-7	Engineering
42256-024-00879-7	Information technology
42256-024-00886-8	Computer science
42256-024-00886-8	Dynamical systems
42256-024-00886-8	Fluid dynamics
42256-024-00875-x	Machine learning
42256-024-00875-x	Proteome informatics
42256-024-00944-1	Health care
42256-024-00944-1	Medical research
42255-024-01082-z	Diagnostic markers
42255-024-01082-z	Fat metabolism
42255-024-01082-z	Magnetic resonance imaging
42255-024-01082-z	Obesity
44335-024-00009-x	Electrical and electronic engineering
44335-024-00009-x	Engineering
44325-024-00019-5	Cardiology
44325-024-00019-5	Cardiovascular diseases
44284-024-00079-9	Cultural and media studies
44284-024-00099-5	Research data
44284-024-00099-5	Science
44284-024-00099-5	 technology and society
44284-024-00078-w	Development studies
44284-024-00078-w	Social policy
44284-024-00080-2	Environmental health
44284-024-00080-2	Forestry
44287-024-00028-7	Electrical and electronic engineering
44286-024-00036-2	Biocatalysis
44286-024-00036-2	Biosynthesis
44286-024-00036-2	Biotechnology
44286-024-00043-3	Catalytic mechanisms
44286-024-00043-3	Chemical engineering
44284-024-00056-2	Economics
44284-024-00056-2	Geography
44286-024-00037-1	Chemical engineering
44286-024-00037-1	Supramolecular chemistry
44284-024-00048-2	Climate-change policy
44284-024-00048-2	Environmental studies
44287-024-00081-2	Biomedical engineering
44287-024-00081-2	Electrical and electronic engineering
44287-024-00081-2	Engineering
44287-024-00081-2	Soft materials
44287-024-00061-6	Devices for energy harvesting
44287-024-00061-6	Wind energy
44334-024-00008-7	Mechanical engineering
44334-024-00008-7	Techniques and instrumentation
44286-024-00071-z	
44286-024-00030-8	
44284-024-00039-3	Geography
44284-024-00039-3	Sociology
44287-024-00078-x	Computer science
44287-024-00078-x	Electrical and electronic engineering
44286-023-00019-9	Carbon capture and storage
44286-023-00019-9	Electrocatalysis
44286-024-00031-7	
44286-024-00034-4	
44287-024-00022-z	Electrical and electronic engineering
44286-023-00027-9	Chemical engineering
44286-023-00027-9	Materials for devices
44284-024-00033-9	
44325-024-00022-w	Congenital heart defects
44325-024-00022-w	Heart development
44304-024-00043-6	Climate sciences
44304-024-00043-6	Environmental sciences
44304-024-00043-6	Environmental studies
44304-024-00043-6	Natural hazards
44284-024-00062-4	
44284-024-00067-z	Environmental studies
44284-024-00067-z	Social anthropology
44284-024-00065-1	Geography
44284-024-00065-1	Science
44284-024-00065-1	 technology and society
44284-024-00072-2	
44325-024-00031-9	Cardiology
44325-024-00031-9	Health care
44284-024-00068-y	
43247-024-01650-x	Climate sciences
43247-024-01650-x	Environmental sciences
43247-024-01551-z	Atmospheric chemistry
43247-024-01551-z	Core processes
43247-024-01551-z	Early solar system
43247-024-01551-z	Palaeomagnetism
43247-024-01551-z	Rings and moons
43247-024-01655-6	Environmental impact
43247-024-01655-6	Forest ecology
43246-024-00630-0	Chemistry
43246-024-00630-0	Structural materials
43246-024-00616-y	Atomistic models
43246-024-00616-y	Computational methods
43246-024-00616-y	Metals and alloys
43246-024-00616-y	Structural properties
43247-024-01641-y	Forestry
43247-024-01641-y	Sustainability
43246-024-00623-z	Biopolymers in vivo
43246-024-00623-z	Cancer imaging
43246-024-00623-z	Cancer models
43247-024-01646-7	Environmental impact
43247-024-01646-7	Freshwater ecology
43247-024-01668-1	Climate change
43247-024-01668-1	Palaeoclimate
43018-024-00746-9	Tumour immunology
43017-024-00576-4	Economic geology
43017-024-00576-4	Environmental impact
43017-024-00576-4	Hydrology
43016-024-00960-9	
43016-024-00944-9	Development studies
43016-024-00944-9	Finance
43016-024-00944-9	Politics and international relations
43018-024-00741-0	Neurology
43018-024-00741-0	Oncology
43016-024-00936-9	Environmental studies
43016-024-00936-9	Governance
43018-024-00747-8	Cancer
43018-024-00747-8	Cell biology
43018-024-00777-2	Cancer
43018-024-00777-2	Cancer epigenetics
43018-024-00777-2	Drug development
43246-024-00685-z	Computer science
43246-024-00685-z	Electronic devices
43247-024-01644-9	Atmospheric dynamics
43247-024-01644-9	Natural hazards
43247-024-01644-9	Projection and prediction
43247-024-01583-5	Cryospheric science
43247-024-01583-5	Element cycles
43246-024-00617-x	Condensed-matter physics
43246-024-00617-x	Magnetic properties and materials
43246-024-00617-x	Materials science
43246-024-00683-1	Electronic devices
43246-024-00683-1	Electronic materials
43246-024-00683-1	Electronic properties and materials
43247-024-01614-1	Atmospheric dynamics
43247-024-01614-1	Environmental impact
43247-024-01628-9	Biogeochemistry
43247-024-01628-9	Palaeoclimate
43247-024-01619-w	Climate change
43247-024-01619-w	Sustainability
43247-024-01638-7	Environmental impact
43247-024-01638-7	Environmental studies
43247-024-01645-8	Environmental impact
43247-024-01645-8	Microbial ecology
43246-024-00618-w	Theory and computation
43246-024-00618-w	Topological matter
43246-024-00620-2	Inorganic chemistry
43246-024-00620-2	Metal–organic frameworks
43247-024-01643-w	Natural hazards
43247-024-01643-w	Ocean sciences
43247-024-01643-w	Seismology
43247-024-01629-8	Economic geology
43247-024-01629-8	Geochemistry
43247-024-01629-8	Tectonics
43246-024-00592-3	Electronic devices
43246-024-00592-3	Environmental impact
44271-024-00160-y	Human behaviour
44271-024-00160-y	Society
44294-024-00031-1	Diseases
44294-024-00031-1	Health care
44276-024-00093-3	
44259-024-00041-8	Antifungal agents
44259-024-00041-8	Fungi
44271-024-00129-x	Human behaviour
44271-024-00129-x	Publication characteristics
