doi	subject
srep00344	Sustainability
srep00346	Microbial genetics
srep00346	Molecular evolution
srep00346	Parasitology
srep00348	Statistical physics
srep00348	 thermodynamics and nonlinear dynamics
srep00348	Theoretical physics
nclimate1598	Climate-change mitigation
nclimate1598	Engineering
nclimate1598	Renewable energy
srep00360	Applied physics
srep00360	Electronic properties and materials
srep00360	Materials science
srep00360	Physical chemistry
srep00358	Atomic and molecular physics
srep00358	Chemical physics
srep00358	Physical chemistry
srep00358	Theoretical physics
nclimate1642	Climate change
nclimate1642	Climate-change policy
nclimate1642	Environmental monitoring
nclimate1642	Technology
srep00329	Applied physics
srep00329	Information theory and computation
srep00329	Statistical physics
srep00329	 thermodynamics and nonlinear dynamics
srep00329	Theory and computation
srep00333	Biotechnology
srep00333	Cell signalling
srep00333	Gene regulation
srep00333	Parasitology
srep00335	Information theory and computation
srep00335	Statistical physics
srep00335	 thermodynamics and nonlinear dynamics
srep00335	Statistics
srep00337	Carbon nanotubes and fullerenes
srep00337	Electronic properties and materials
srep00337	Nanoscience and technology
srep00337	Surface patterning
srep00339	Condensed-matter physics
srep00339	Electronic properties and materials
srep00339	Quantum physics
srep00339	Superconducting properties and materials
srep00343	Carbon nanotubes and fullerenes
srep00343	Electronic properties and materials
srep00343	Sensors and biosensors
srep00343	Surface chemistry
srep00349	Applied physics
srep00349	Electronic properties and materials
srep00349	Lasers
srep00349	 LEDs and light sources
srep00349	Materials for optics
tp2012115	Depression
tp2012115	Genetic variation
tp2012115	Pharmacogenetics
tp2012122	Hippocampus
tp2012122	Pathogenesis
tp2012122	Schizophrenia
nclimate1488	Climate change
nclimate1488	Environmental social sciences
nclimate1467	Climate-change mitigation
nclimate1467	Climate-change policy
nclimate1460	Climate-change impacts
nclimate1460	Public health
ijosup201215	Development of the nervous system
ijosup201215	Obesity
ijosup201215	Psychology
ijosup201217	Development of the nervous system
ijosup201217	Hypothalamus
ijosup201217	Obesity
ijosup201221	Fat metabolism
ijosup201221	Fatty acids
ijosup201221	Obesity
ijosup201221	Type 2 diabetes
nclimate1528	Atmospheric science
nclimate1528	Climate-change mitigation
nclimate1528	Engineering
ijosup201220	Mitochondria
ijosup201220	Obesity
ijosup201220	Skeletal muscle
ijosup201222	Metabolism
ijosup201222	Obesity
srep00701	Chemistry
srep00701	Electronic devices
srep00701	Materials chemistry
srep00701	Nanoscience and technology
srep00330	Applied physics
srep00330	Condensed-matter physics
srep00330	Electronic properties and materials
srep00330	Sensors and biosensors
nphys2438	Magnetic properties and materials
nphys2438	Superconducting properties and materials
nchembio.966	DNA replication
nchembio.966	Enzymes
nchembio.966	Structural biology
nphys2326	Quantum dots
nphys2326	Qubits
nphys2330	Magnetic properties and materials
nphys2330	Phase transitions and critical phenomena
nphys2330	Superconducting properties and materials
nrneph.2012.118	Cardiovascular diseases
nrneph.2012.118	Chronic kidney disease
nrneph.2012.118	Risk factors
nrendo.2012.124	Cardiovascular diseases
nrendo.2012.124	Epidemiology
nrendo.2012.124	Thyroid diseases
nrneph.2012.130	Immunosuppression
nrneph.2012.130	Organ transplantation
nrneph.2012.130	Paediatric kidney disease
nrendo.2012.117	Autoimmunity
nrendo.2012.117	Myocardial infarction
nrendo.2012.117	Type 1 diabetes
nrendo.2012.123	Diagnosis
nrendo.2012.123	Thyroid cancer
nrneurol.2012.128	Adverse effects
nrneurol.2012.128	Alzheimer's disease
nrneurol.2012.128	Drug safety
nrneurol.2012.128	Immunotherapy
nrneurol.2012.83	Multiple sclerosis
nrneurol.2012.83	Pathology
nrneph.2012.96	Focal segmental glomerulosclerosis
nrneph.2012.96	Organ transplantation
nrneurol.2012.85	CNS cancer
nrneurol.2012.85	miRNAs
nrneurol.2012.85	Tumour biomarkers
nchembio.981	RNA
nchembio.981	RNA transport
nrrheum.2012.77	Immunotherapy
nrrheum.2012.77	Rheumatoid arthritis
nchembio.1082	Chemical biology
nchembio.1082	Single-molecule biophysics
nchembio.979	Carbohydrates
nchembio.979	Enzyme mechanisms
nchembio.979	Metabolic engineering
nchembio.979	Multienzyme complexes
nchembio.983	Biosynthesis
nchembio.983	Developmental biology
nchembio.983	Metabolic pathways
nchembio.983	Metabolism
nrneurol.2012.123	Drug therapy
nrneurol.2012.123	Multiple sclerosis
nrneurol.2012.123	Neuroimmunology
nchembio.985	Cancer immunotherapy
nchembio.985	Cancer stem cells
nchembio.985	Leukaemia
nrneurol.2012.125	Multiple sclerosis
nrneurol.2012.125	Neuroimmunology
nrneurol.2012.125	Pathogenesis
nchembio.991	Membrane trafficking
nchembio.991	Peroxisomes
nrneurol.2012.210	Neuro–vascular interactions
nrneurol.2012.210	Stroke
nrrheum.2012.167	Osteoimmunology
nrrheum.2012.167	Rheumatic diseases
nrendo.2012.72	Diagnosis
nrendo.2012.72	Endocrinology
nrendo.2012.72	Nutritional supplements
nrendo.2012.74	Bariatric surgery
nrendo.2012.74	Obesity
nrendo.2012.74	Paediatrics
nrendo.2012.76	Bariatric surgery
nrendo.2012.76	Endocrinology
nrendo.2012.76	Obesity
nrneph.2012.95	Kidney diseases
nrneph.2012.95	Pre-eclampsia
nrneph.2012.97	Hypertension
nrneph.2012.97	T cells
nrneurol.2012.186	Mechanisms of disease
nrneurol.2012.186	Multiple sclerosis
nrneurol.2012.186	Therapeutics
nrneurol.2012.86	Alzheimer's disease
nrneurol.2012.86	Biomarkers
nrneurol.2012.86	Immunotherapy
nrrheum.2012.150	Clinical pharmacology
nrrheum.2012.150	Drug development
nrrheum.2012.150	Rheumatoid arthritis
nrrheum.2012.78	Obesity
nrrheum.2012.78	Rheumatoid arthritis
nrneurol.2012.122	Drug therapy
nrneurol.2012.122	Multiple sclerosis
nrneurol.2012.122	Risk factors
nchembio.909	NF-kappaB
nchembio.909	Post-translational modifications
nchembio.769	Cell signalling
nchembio.769	Molecular biophysics
nchembio.769	Structural biology
nchembio.769	Structure-based drug design
nchembio.773	Chemical tools
nchembio.773	Leukaemia
nchembio.773	Small molecules
nchembio.773	Target validation
nrendo.2012.171	Drug therapy
nrendo.2012.171	Malnutrition
nrendo.2012.171	Population screening
nrendo.2012.171	Thyroid diseases
nrrheum.2012.15	Disease genetics
nrrheum.2012.15	Osteoarthritis
nrendo.2012.25	Endocrine system and metabolic diseases
nrendo.2012.25	Inflammasome
nrendo.2012.25	Microbiota
nrendo.2012.25	Non-alcoholic fatty liver disease
nrneurol.2012.31	Drug therapy
nrneurol.2012.31	Parkinson's disease
nrneurol.2012.31	Risk factors
nrrheum.2012.21	Rheumatoid arthritis
nrrheum.2012.21	Therapeutics
nrendo.2012.27	Autophagy
nrendo.2012.27	Endocrinology
nrendo.2012.27	Metabolism
nrneurol.2012.29	Genetics of the nervous system
nrneurol.2012.29	Multiple sclerosis
nrneurol.2012.29	Risk factors
nphys2233	Atomistic models
nphys2233	Electronic properties and materials
nphys2233	Nanowires
nrrheum.2012.25	Osteoarthritis
nrrheum.2012.25	Stem-cell therapies
nphys2235	Electronic structure of atoms and molecules
nrendo.2012.150	Risk factors
nrendo.2012.150	Type 2 diabetes
nrneph.2012.21	Diabetes
nrneph.2012.21	Predictive medicine
nrneph.2012.21	Risk factors
nrneph.2012.21	Transplantation
nrrheum.2012.29	Osteoarthritis
nrrheum.2012.29	Therapeutics
nrneph.2012.23	Chronic kidney disease
nrneph.2012.23	Paediatric kidney disease
nrneph.2012.23	Therapeutics
nrneph.2012.27	Disease genetics
nrneph.2012.27	Hypertension
nrneph.2012.27	Kidney diseases
nchembio.904	Antifungal agents
nchembio.904	Chemical synthesis
nrneph.2012.31	Kidney diseases
nrneph.2012.31	Molecularly targeted therapy
nrneph.2012.31	Pharmacology
nrneurol.2012.16	Cognitive neuroscience
nrneurol.2012.16	Parkinson's disease
nrneurol.2012.16	White matter disease
nrrheum.2012.148	Medical imaging
nrrheum.2012.148	Rheumatoid arthritis
nrendo.2012.20	Adrenal gland diseases
nrendo.2012.20	Epidemiology
nrendo.2012.20	Pituitary gland
nrendo.2012.20	Surgery
nchembio.770	Gene expression
nchembio.770	Glycobiology
nchembio.770	Glycosylation
nchembio.770	Learning and memory
nrneurol.2012.18	Antibody therapy
nrneurol.2012.18	Neuromuscular disease
nrneurol.2012.22	Cell therapies
nrneurol.2012.22	Cellular neuroscience
nrneurol.2012.22	Huntington's disease
nrneurol.2012.22	Neurodegenerative diseases
nrrheum.2012.12	Acute inflammatory arthritis
nrrheum.2012.12	Disease genetics
nrendo.2012.18	Epidemiology
nrendo.2012.18	Obesity
nrendo.2012.24	Therapeutics
nrendo.2012.24	Type 1 diabetes
nrneurol.2012.30	Alzheimer's disease
nrneurol.2012.30	Genetics of the nervous system
nrneurol.2012.30	Pathology
nrrheum.2012.20	Mechanisms of disease
nrrheum.2012.20	Sjögren's disease
nrendo.2012.26	Diagnosis
nrendo.2012.26	Proteomics
nrendo.2012.26	Thyroid cancer
nrendo.2012.26	Tumour biomarkers
nrneurol.2012.28	Dementia
nrneurol.2012.28	Olfactory system
nrneurol.2012.28	Parkinson's disease
nrneurol.2012.28	Risk factors
nrneph.2012.8	Acute kidney injury
nrneph.2012.8	Adverse effects
nphys2374	Biological physics
nphys2374	Biophysics
nrneurol.2012.15-c1	Diagnosis
nrneurol.2012.15-c1	Neuromuscular disease
nphys2219	Electronic properties and devices
npre.2012.6773.1	
npre.2012.6771.1	
npre.2012.6770.1	
npre.2012.6827.1	
npre.2012.6813.1	
npre.2012.6848.1	
nnano.2012.191	Nanowires
nnano.2012.191	Optoelectronic devices and components
nnano.2012.191	Techniques and instrumentation
nnano.2012.178	Atomic force microscopy
nnano.2012.178	Chemistry
npre.2012.7056.1	
npre.2012.7128.1	
npre.2012.7083.1	
npre.2012.7068.1	
npre.2012.7095.1	
npre.2012.7055.1	
npre.2012.7142.1	
npre.2012.7030.1	
npre.2012.7102.1	
npre.2012.7114.1	
npre.2012.7054.1	
npre.2012.7141.1	
npre.2012.7101.1	
npre.2012.7106.2	
npre.2012.7026.1	
npre.2012.7080.1	
npre.2012.7137.1	
npre.2012.7025.1	
npre.2012.7112.1	
npre.2012.7089.1	
npre.2012.7049.1	
npre.2012.7076.1	
npre.2012.7088.1	
npre.2012.7083.2	
npre.2012.7068.2	
npre.2012.7135.1	
npre.2012.7147.1	
npre.2012.6995.1	
npre.2012.6955.1	
npre.2012.7012.1	
npre.2012.6994.1	
npre.2012.6954.1	
npre.2012.6981.1	
npre.2012.6993.1	
npre.2012.6965.1	
npre.2012.6952.1	
npre.2012.6991.1	
npre.2012.6987.1	
nnano.2012.141	
nnano.2012.163	Atomic force microscopy
nnano.2012.163	Nanomedicine
nnano.2012.163	Nanometrology
nnano.2012.165	Nanobiotechnology
nnano.2012.165	Photobiology
nnano.2012.165	Photosystem I
npre.2012.6887.1	
npre.2012.6862.1	
npre.2012.6934.1	
npre.2012.6861.1	
npre.2012.6928.1	
npre.2012.6867.1	
npre.2012.6939.1	
npre.2012.6938.1	
npre.2012.6891.1	
npre.2012.6935.1	
nnano.2012.119	Mass spectrometry
nnano.2012.119	Nanobiotechnology
nnano.2012.119	NEMS
nnano.2012.160	Carbon nanotubes and fullerenes
nnano.2012.160	Quantum dots
nnano.2012.160	Quantum information
npre.2012.6750.1	
npre.2012.6822.1	
npre.2012.6774.1	
npre.2012.6786.1	
npre.2012.6741.2	
npre.2012.6760.1	
npre.2012.6832.1	
ismej201227	Microbial ecology
ismej201227	Microbiota
ismej201227	Obesity
ismej201233	Archaeal genomics
ismej201233	Freshwater ecology
ismej201233	Phylogenetics
ismej201233	Population dynamics
ismej201222	Community ecology
ismej201222	Phylogenetics
ismej201222	Population dynamics
ismej201222	Theoretical ecology
ismej201224	Metagenomics
ismej201224	Microbial ecology
ismej201224	Phylogenetics
ismej201224	Transcriptomics
ismej201211	Bacterial structural biology
ismej201211	Biogeochemistry
ismej201211	Microbial ecology
ismej201211	Proteomics
ismej201213	Bacterial physiology
ismej201213	Biogeochemistry
ismej201213	Microbial biooceanography
ismej201213	Molecular evolution
ismej201215	Environmental chemistry
ismej201215	Metagenomics
ismej201215	Microbial ecology
ismej201215	Phylogenetics
ismej201217	Bacterial physiology
ismej201217	Community ecology
ismej201217	Soil microbiology
ismej201221	Bacteria
ismej201221	Biodiversity
ismej201221	Biolimnology
ismej201221	Microbial ecology
ismej201219	Bacterial physiology
ismej201219	Coral reefs
ismej201219	Microbial ecology
ismej201210	Metagenomics
ismej201210	Microbial ecology
ismej201210	Proteomics
ismej201210	Symbiosis
ismej201212	Biogeography
ismej201212	Climate-change ecology
ismej201212	Microbial ecology
ismej201212	Population dynamics
ismej201214	Bacterial physiology
ismej201214	Biogeochemistry
ismej201214	Microbial biooceanography
ismej201214	Microbial ecology
ismej201216	Archaeal physiology
ismej201216	Biogeochemistry
ismej201216	Biomarkers
ismej201216	Food webs
ismej20127	Microbial biooceanography
ismej20127	Microbial ecology
ismej20127	Population dynamics
ismej20129	Freshwater ecology
ismej20129	Microbial ecology
ismej20129	Population dynamics
ismej20129	Soil microbiology
ismej20122	Bacterial physiology
ismej20122	Biogeochemistry
ismej20122	Coral reefs
ismej20122	Pathogenesis
ismej20124	Colon
ismej20124	Microbial ecology
ismej20124	Microbiota
ismej2011197	Biodiversity
ismej2011197	Grassland ecology
ismej2011197	Metagenomics
ismej2011197	Soil microbiology
ismej20121	Metagenomics
ismej20121	Microbial ecology
ismej20121	Proteomics
ismej20121	Symbiosis
ismej201253	Biodiversity
ismej201253	Fungal ecology
ismej201253	Fungal physiology
ismej201253	Soil microbiology
ismej2011211	Air microbiology
ismej2011211	Bacterial synthetic biology
ismej2011211	Community ecology
ismej2011211	Microbiome
ismej2011209	Bacterial physiology
ismej2011209	Microbial ecology
ismej2011209	Population dynamics
ismej2011213	Metabolism
ismej2011213	Microbial biooceanography
ismej2011213	Microbial ecology
ismej2011213	Population dynamics
ismej2011215	Comparative genomics
ismej2011215	Marine microbiology
ismej2011215	Microbial ecology
ismej2011215	Small RNAs
ismej2011200	Bacterial physiology
ismej2011200	Microbial ecology
ismej2011200	Microbial genetics
nchembio.1091	Biosynthesis
nchembio.1091	Chemical modification
nchembio.1091	Enzyme-catalysed reactions
nrneurol.2012.209	Alzheimer's disease
nrneurol.2012.209	Disease genetics
nrneurol.2012.204	Multiple sclerosis
nrneurol.2012.204	Neuroimmunology
nrneurol.2012.206	Medical imaging
nrneurol.2012.206	Parkinson's disease
nrneurol.2012.208	Amyotrophic lateral sclerosis
nrneurol.2012.208	Gonadal hormones
nrrheum.2012.179	Connective tissue diseases
nrrheum.2012.179	Genetic predisposition to disease
nrrheum.2012.179	Genome-wide association studies
nrendo.2012.195	Molecularly targeted therapy
nrendo.2012.195	Type 2 diabetes
nrneurol.2012.207	Disease genetics
nrneurol.2012.207	Peripheral neuropathies
nphys2491	Condensed-matter physics
nphys2491	Quantum physics
nchembio.1070	Bacteria
nchembio.1070	RNA modification
nchembio.1070	Screening
nchembio.1070	Structural biology
nphys2425	Chemical physics
nphys2425	NMR spectroscopy
nchembio.1078	Chemical tools
nchembio.1078	Epigenetics
nchembio.1078	Structure-based drug design
nphys2486	Condensed-matter physics
nphys2486	Optical physics
nchembio.1069	Energy metabolism
nchembio.1069	Metabolic disorders
nchembio.1069	Nuclear receptors
nchembio.1069	Target identification
nchembio.1079	Bacterial physiology
nchembio.1079	Biosynthesis
nchembio.1079	Fatty acids
nchembio.1055	Cancer microenvironment
nchembio.1055	Cancer therapeutic resistance
nchembio.1055	Targeted therapies
nrendo.2012.200	Population screening
nrendo.2012.200	Type 2 diabetes
nrneph.2012.134	Acute kidney injury
nrneph.2012.134	Biomarkers
nrneph.2012.134	Risk factors
nrrheum.2012.207	Autoinflammatory syndrome
nrrheum.2012.207	Autophagy
nrrheum.2012.207	Pathology
nrneph.2012.133	Drug therapy
nrneph.2012.133	Hypertension
nrneurol.2012.240	Disease genetics
nrneurol.2012.240	Migraine
nrneurol.2012.240	Paediatric neurological disorders
nphys2462	Atomic and molecular physics
nphys2462	NMR spectroscopy
nrendo.2012.173	Adverse effects
nrendo.2012.173	Microbiota
nrendo.2012.173	Obesity
nrendo.2012.173	Risk factors
nchembio.1063	Biochemical networks
nchembio.1063	Computational chemistry
nphys2459	Condensed-matter physics
nphys2459	Superconducting properties and materials
nphys2473	Electronic properties and materials
nrendo.2012.130	Neuroendocrine cancer
nrendo.2012.130	Therapeutics
nphys2439	Particle physics
nprot.2012.139	Cell culture
nprot.2012.139	High-throughput screening
nprot.2012.139	Pharmacology
nprot.2012.136	Chemical modification
