,doi,subject
7,s41598-020-76476-6,Nanoscience and technology
8,s41598-020-75681-7,Biochemistry
9,s41598-020-75681-7,Neuroscience
10,s41598-020-75681-7,Prion diseases
11,s41598-020-75681-7,Prions
12,s41598-020-76742-7,Energy science and technology
13,s41598-020-76742-7,Physics
14,s41598-020-76233-9,Physiology
15,s41598-020-76233-9,Preclinical research
16,s41598-020-76233-9,Translational research
17,s41598-020-76889-3,Neurology
18,s41598-020-76889-3,Neuroscience
19,s41598-020-76311-y,Biochemistry
20,s41598-020-76311-y,Chemical physics
21,s41598-020-76311-y,Chemistry
22,s41598-020-76311-y,Physics
23,s41598-020-75481-z,Biogeochemistry
24,s41598-020-75481-z,Climate sciences
25,s41598-020-75481-z,Planetary science
26,s41598-020-76646-6,Endocrinology
27,s41598-020-76646-6,Health care
28,s41598-020-76764-1,Information theory and computation
29,s41598-020-76764-1,Statistical physics
30,s41598-020-76764-1, thermodynamics and nonlinear dynamics
31,s41598-020-76618-w,Diseases
32,s41598-020-76618-w,Gastroenterology
33,s41598-020-76851-3,Chemical engineering
34,s41598-020-76851-3,Optical materials and structures
35,s41598-020-76554-9,Condensed-matter physics
36,s41598-020-76554-9,Materials for energy and catalysis
37,s41598-020-76597-y,Mathematics and computing
38,s41598-020-76597-y,SARS-CoV-2
39,s41598-020-76597-y,Viral infection
40,s41598-020-76632-y,Condensed-matter physics
41,s41598-020-76632-y,Materials for devices
42,s41598-020-76632-y,Nanoscale materials
43,s41598-020-76842-4,Outcomes research
44,s41598-020-76842-4,Rheumatoid arthritis
45,s41598-020-76861-1,Chronic kidney disease
46,s41598-020-76861-1,Drug therapy
47,s41598-020-76861-1,Dyslipidaemias
48,s41598-020-76875-9,Biomarkers
49,s41598-020-76875-9,Medical research
50,s41598-020-76682-2,Energy science and technology
51,s41598-020-76682-2,Engineering
52,s41598-020-76682-2,Mathematics and computing
53,s41598-020-76682-2,Physics
54,s41598-020-76795-8,Catalysis
55,s41598-020-76795-8,Chemistry
56,s41598-020-76767-y,Experimental models of disease
57,s41598-020-76767-y,Medical research
58,s41598-020-76687-x,Engineering
59,s41598-020-76687-x,Mechanical engineering
60,s41598-020-76722-x,Cancer
61,s41598-020-76722-x,Drug discovery
62,s41598-020-76722-x,Medical research
63,s41598-020-76722-x,Molecular biology
64,s41598-020-76722-x,Oncology
65,s41598-020-76416-4,Atherosclerosis
66,s41598-020-76416-4,Diseases
67,s41598-020-76416-4,Drug delivery
68,s41598-020-75013-9,Immunology
69,s41598-020-75013-9,Nephrology
70,s41598-020-76798-5,Medical research
71,s41598-020-76798-5,Nephrology
72,s41598-020-76833-5,Ecology
73,s41598-020-76833-5,Limnology
74,s41598-020-76833-5,Zoology
75,s41598-020-76753-4,Medical research
76,s41598-020-76753-4,Signs and symptoms
77,s41598-020-76395-6,Structural properties
78,s41598-020-76840-6,Diseases
79,s41598-020-76840-6,Medical research
80,s41598-020-76760-5,Biological techniques
81,s41598-020-76760-5,Stem cells
0,s41612-020-00147-6,Palaeoceanography
1,s41612-020-00147-6,Palaeoclimate
2,s42005-020-00409-y,Electronic and spintronic devices
3,s42005-020-00409-y,Quantum simulation
4,s42003-020-01167-x,Assay systems
5,s42003-020-01167-x,Expression systems
6,s42003-020-01167-x,Transcription
7,s41893-020-0508-7,Civil engineering
8,s41893-020-0508-7,Natural hazards
9,s41893-020-0508-7,Socioeconomic scenarios
10,s41893-020-00613-2,Climate change
11,s41893-020-00613-2,Natural hazards
12,s41893-020-00613-2,Politics
13,s41893-020-00613-2,Sustainability
14,s41929-020-00521-w,Applied microbiology
15,s41929-020-00521-w,Biocatalysis
16,s41929-020-00521-w,Environmental biotechnology
17,s41929-020-00521-w,Hydrolases
18,s41928-020-00469-6,Electrical and electronic engineering
19,s41928-020-00469-6,Electronic devices
20,s41928-020-00469-6,Two-dimensional materials
21,s41929-020-0479-0,Electrocatalysis
22,s41929-020-0479-0,Energy
23,s41929-020-0479-0,Fuel cells
24,s42004-020-00417-7,Bioinspired materials
25,s42004-020-00417-7,Peptides
26,s42004-020-00417-7,Self-assembly
27,s42004-020-00417-7,Solid-state NMR
28,s42004-020-00410-0,Inorganic LEDs
29,s42004-020-00410-0,Optical materials
30,s42004-020-00410-0,Organic–inorganic nanostructures
31,s42005-020-00476-1,Physics
32,s42005-020-00476-1,Quantum optics
33,s42005-020-00476-1,Ultracold gases
34,s41929-020-0468-3,Asymmetric catalysis
35,s41929-020-0468-3,Computational chemistry
36,s41929-020-0468-3,Homogeneous catalysis
37,s41929-020-0468-3,Organic chemistry
38,s42003-020-01378-2,Animal physiology
39,s42003-020-01378-2,Biochemistry
40,s42003-020-01378-2,Ecology
41,s42003-020-01378-2,Genetics
42,s42003-020-01392-4,Carbon cycle
43,s42003-020-01392-4,Ecosystem ecology
44,s41746-020-00353-9,Computational science
45,s41746-020-00353-9,Computer science
46,s41746-020-00353-9,Epidemiology
47,s41746-020-00353-9,Risk factors
48,s41746-020-00353-9,Statistics
49,s42004-020-00409-7,Biochemistry
50,s42004-020-00409-7,Chemical biology
51,s42004-020-00409-7,Chemical safety
52,s42004-020-00409-7,Ionic liquids
53,s42003-020-01383-5,Genome-wide association studies
54,s42003-020-01383-5,Metabolomics
55,s42004-020-00402-0,Characterization and analytical techniques
56,s42004-020-00402-0,Scanning probe microscopy
57,s42004-020-00402-0,Surface spectroscopy
58,s42004-020-00402-0,Two-dimensional materials
59,s42005-020-00451-w,Electronic properties and materials
60,s42005-020-00451-w,Nanophotonics and plasmonics
61,s42003-020-01377-3,Comparative genomics
62,s42003-020-01377-3,Genome informatics
63,s42003-020-01377-3,Non-model organisms
64,s42003-020-01377-3,Parasitic infection
65,s42003-020-01377-3,Population genetics
66,s41746-020-00354-8,Health care economics
67,s41746-020-00354-8,Health policy
68,s42004-020-00405-x,Chemical physics
69,s42004-020-00405-x,Polymers
70,s42005-020-00405-2,Magnetic properties and materials
71,s42005-020-00405-2,Nanowires
72,s42005-020-00405-2,Quantum dots
73,s42005-020-00405-2,Spintronics
74,s42003-020-01132-8,Next-generation sequencing
75,s42003-020-01132-8,Proteomic analysis
76,s42003-020-01132-8,Ubiquitylation
77,s42004-020-00354-5,Synthetic chemistry methodology
78,s42004-020-00354-5,Photocatalysis
79,s42005-020-00399-x,Nonlinear optics
80,s42005-020-00399-x,Ultrafast photonics
81,s42004-020-00355-4,Polymer characterization
82,s42004-020-00355-4,Polymer synthesis
83,s41893-020-0571-0,Agroecology
84,s41893-020-0571-0,Ecosystem services
85,s41893-020-0571-0,Environmental monitoring
86,s41893-020-0571-0,Sustainability
87,s41928-020-0463-3,Electrical and electronic engineering
88,s41928-020-0463-3,Electronic devices
89,s41928-020-0463-3,Electronic properties and materials
90,s41928-020-0463-3,Two-dimensional materials
91,s41893-020-0588-4,Biodiversity
92,s41893-020-0588-4,Communication
93,s41893-020-0588-4,Scientific community
94,s41893-020-0588-4,Sustainability
95,s42003-020-01372-8,Anthropology
96,s42003-020-01372-8,Genomics
0,s41598-020-78603-9,Crohn's disease
1,s41598-020-78603-9,Inflammatory bowel disease
2,s41598-020-78523-8,Developmental biology
3,s41598-020-78523-8,Diseases
4,s41598-020-78523-8,Reprogramming
5,s41598-020-78523-8,Skin diseases
6,s41598-020-77477-1,Carbon capture and storage
7,s41598-020-77477-1,Materials for energy and catalysis
8,s41598-020-78566-x,Electrical and electronic engineering
9,s41598-020-78566-x,Mechanical engineering
10,s41598-020-77776-7,Ecology
11,s41598-020-77776-7,Marine biology
12,s41598-020-78545-2,Cancer
13,s41598-020-78545-2,Oncology
14,s41598-020-78573-y,Biological techniques
15,s41598-020-78573-y,Genetics
16,s41598-020-78573-y,Molecular biology
17,s41598-020-78573-y,Zoology
18,s41598-020-78262-w,Chemistry
19,s41598-020-78262-w,Materials science
20,s41598-020-78262-w,Nanoscience and technology
21,s41598-020-78505-w,Diseases
22,s41598-020-78505-w,Infectious diseases
23,s41598-020-78505-w,Viral infection
24,s41598-020-78406-y,Medical research
25,s41598-020-78406-y,Signs and symptoms
26,s41598-020-78227-z,Obesity
27,s41598-020-78227-z,Preclinical research
28,s41598-020-77100-3,Genetics
29,s41598-020-77100-3,Immunology
30,s41598-020-77100-3,Medical research
31,s41598-020-78564-z,Laser material processing
32,s41598-020-78564-z,Micro-optics
33,s41598-020-78668-6,Eye diseases
34,s41598-020-78668-6,Medical research
35,s41598-020-78159-8,Applied physics
36,s41598-020-78159-8,Metabolomics
37,s41598-020-78277-3,Computational science
38,s41598-020-78277-3,Mathematics and computing
39,s41598-020-78277-3,Mechanical engineering
40,s41598-020-77892-4,Cell biology
41,s41598-020-77892-4,Immunology
42,s41598-020-77892-4,Rheumatology
43,s41598-020-78296-0,Medical research
44,s41598-020-78296-0,Oncology
45,s41598-020-78213-5,Autoimmunity
46,s41598-020-78213-5,Rheumatic diseases
47,s41598-020-78213-5,Systemic lupus erythematosus
48,s41598-020-78152-1,Cancer
49,s41598-020-78152-1,Lung cancer
50,s41598-020-78152-1,Molecular biology
51,s41598-020-77904-3,Skeleton
52,s41598-020-77904-3,X-ray tomography
53,s41598-020-77975-2,Brain injuries
54,s41598-020-77975-2,Experimental models of disease
55,s41598-020-77975-2,Neurovascular disorders
56,s41598-020-77975-2,Preclinical research
57,s41598-020-78272-8,Asthma
58,s41598-020-78272-8,Epidemiology
59,s41598-020-78272-8,Paediatric research
60,s41598-020-78272-8,Predictive markers
61,s41598-020-78164-x,Endocrine system and metabolic diseases
62,s41598-020-78164-x,Metabolic disorders
63,s41598-020-78100-z,Bioinspired materials
64,s41598-020-78084-w,Epidemiology
65,s41598-020-78084-w,Experimental models of disease
66,s41598-020-78084-w,Population screening
67,s41598-020-78084-w,Risk factors
68,s41598-020-78084-w,Viral infection
69,s41598-020-78251-z,Human behaviour
70,s41598-020-78251-z,Social evolution
71,s41598-020-78044-4,Hepatology
72,s41598-020-78044-4,Physical chemistry
73,s41598-020-78044-4,Preclinical research
74,s41598-020-78044-4,Translational research
75,s41598-020-78327-w,Computational biology and bioinformatics
76,s41598-020-78327-w,Medical research
77,s41598-020-78327-w,Nanoscience and technology
78,s41598-020-77504-1,Infectious diseases
79,s41598-020-77504-1,Respiratory tract diseases
80,s41598-020-78148-x,Biochemistry
81,s41598-020-78148-x,Molecular biology
82,s41598-020-78148-x,Structural biology
83,s41598-020-77127-6,Health care
84,s41598-020-77127-6,Medical research
85,s41598-020-77127-6,Osteoarthritis
86,s41598-020-77127-6,Outcomes research
0,s41598-020-76297-7,Materials chemistry
1,s41598-020-76297-7,Organic chemistry
2,s41598-020-76297-7,Supramolecular chemistry
3,s41598-020-76643-9,Colorectal cancer
4,s41598-020-76643-9,Gastrointestinal cancer
5,s41598-020-76450-2,Diseases
6,s41598-020-76450-2,Molecular medicine
7,s41598-020-76563-8,Biophysics
8,s41598-020-76563-8,Diseases
9,s41598-020-76719-6,Bioinformatics
10,s41598-020-76719-6,Human papilloma virus
11,s41598-020-76427-1,Cardiovascular biology
12,s41598-020-76427-1,Endocrine system and metabolic diseases
13,s41598-020-76427-1,Predictive markers
14,s41598-020-76132-z,Diagnosis
15,s41598-020-76132-z,Machine learning
16,s41408-020-00382-3,B-cell lymphoma
17,s41408-020-00382-3,Cytogenetics
18,s41408-020-00382-3,Oncogenes
19,s41598-020-76156-5,Experimental models of disease
20,s41598-020-76156-5,Medical research
21,s41598-020-75206-2,Bioluminescence imaging
22,s41598-020-75206-2,Cancer therapy
23,s41598-020-75206-2,Gene therapy
24,s41598-020-75206-2,Nucleic-acid therapeutics
25,s41598-020-75206-2,Reporter genes
26,s41598-020-76540-1,Biochemistry
27,s41598-020-76540-1,Biophysical chemistry
28,s41598-020-76540-1,Organic chemistry
29,s41598-020-76540-1,Proteins
30,s41598-020-74232-4,Chemistry
31,s41598-020-74232-4,Nanoscience and technology
32,s41598-020-74515-w,Genetics
33,s41598-020-74515-w,Genomics
34,s41598-020-74515-w,Transcriptomics
35,s41598-020-76330-9,Chemistry
36,s41598-020-76330-9,Medical research
37,s41598-020-76330-9,Molecular medicine
38,s41598-020-75098-2,Atmospheric science
39,s41598-020-75098-2,Environmental sciences
40,s41598-020-76250-8,Acute myeloid leukaemia
41,s41598-020-76250-8,Prognostic markers
42,s41598-020-76489-1,Corneal diseases
43,s41598-020-76489-1,Diseases
44,s41598-020-76489-1,Eye diseases
45,s41558-020-0864-3,Climate-change ecology
46,s41558-020-0864-3,Tropical ecology
47,s41598-020-76345-2,Cancer
48,s41598-020-76345-2,Haematological cancer
49,s41598-020-76345-2,Haematological diseases
50,s41598-020-76345-2,Oncology
51,s41598-020-76345-2,Skin diseases
52,s41598-020-76557-6,Cell biology
53,s41598-020-76557-6,Cell signalling
54,s41598-020-76557-6,Fungi
55,s41598-020-76557-6,Pathogens
56,s41598-020-76595-0,Bacteria
57,s41598-020-76595-0,Clinical microbiology
58,s41598-020-76595-0,Epidemiology
59,s41598-020-76595-0,Microbiology
60,s41598-020-76595-0,Pathogens
61,s41598-020-76333-6,Applied physics
62,s41598-020-76333-6,Chemical engineering
63,s41598-020-76333-6,Electrical and electronic engineering
64,s41598-020-76333-6,Electronic materials
65,s41598-020-76333-6,Electronics
66,s41598-020-76333-6, photonics and device physics
67,s41598-020-76333-6,Materials for devices
68,s41598-020-76333-6,Nanoscale materials
69,s41598-020-76333-6,Nanoscience and technology
70,s41598-020-76663-5,Breast cancer
71,s41598-020-76663-5,Risk factors
72,s41598-020-76352-3,Microbiology
73,s41598-020-76352-3,Urology
74,s41598-020-76651-9,Corneal diseases
75,s41598-020-76651-9,Environmental chemistry
76,s41598-020-74202-w,Nanophotonics and plasmonics
77,s41598-020-74202-w,Optical sensors
78,s41598-020-75789-w,Diseases
79,s41598-020-75789-w,Medical research
80,s41598-020-75789-w,Neurology
81,s41598-020-76487-3,Electrical and electronic engineering
82,s41598-020-76487-3,Imaging techniques
83,s41598-020-75600-w,Materials science
84,s41598-020-75600-w,Physics
85,s41598-020-76216-w,Experimental models of disease
86,s41598-020-76216-w,Infectious diseases
87,s41598-020-76216-w,Medical research
88,s41598-020-76216-w,Respiratory tract diseases
89,s41598-020-76216-w,Ultrasonography
90,s41598-020-76419-1,Taxonomy
91,s41598-020-76419-1,Viral epidemiology
92,s41598-020-76419-1,Viral evolution
93,s41598-020-76419-1,Viral reservoirs
94,s41598-020-76430-6,Mechanical engineering
95,s41598-020-76430-6,Semiconductors
0,s41746-020-00334-y,Biomedical engineering
1,s41746-020-00334-y,Predictive markers
2,s41746-020-00334-y,Quality of life
3,s42003-020-01274-9,Gene expression
4,s42003-020-01274-9,Genome-wide association studies
5,s42003-020-01274-9,Natural variation in plants
6,s42003-020-01274-9,Plant hormones
7,s42003-020-01274-9,Plant regeneration
8,s42003-020-01265-w,Meiosis
9,s42003-020-01265-w,Nanoscale biophysics
10,s42005-020-00439-6,Biological physics
11,s42005-020-00439-6,Imaging and sensing
12,s42005-020-00439-6,Nanoscience and technology
13,s41929-019-0386-4,Electrocatalysis
14,s41929-019-0386-4,Energy
15,s41929-019-0386-4,Heterogeneous catalysis
16,s42003-020-01258-9,Biosynthesis
17,s42003-020-01258-9,Cytokinesis
18,s42003-020-01258-9,Gene expression
19,s42003-020-01258-9,Membranes
20,s42003-020-01258-9,Synthetic biology
21,s42003-020-01256-x,Genetic association study
22,s42003-020-01256-x,Risk factors
23,s41928-019-0359-2,Ferromagnetism
24,s41928-019-0359-2,Magnetic properties and materials
25,s41928-019-0359-2,Spintronics
26,s41928-019-0359-2,Surfaces
27,s41928-019-0359-2, interfaces and thin films
28,s41929-019-0401-9,Catalytic mechanisms
29,s41929-019-0401-9,Electrocatalysis
30,s41929-019-0401-9,Fuel cells
31,s41929-019-0409-1,Biocatalysis
32,s41929-019-0409-1,Biofuels
33,s41929-019-0409-1,Metabolic engineering
34,s41929-019-0409-1,Multienzyme complexes
35,s41929-019-0409-1,Transferases
36,s41893-019-0470-4,Environmental impact
37,s42003-020-01263-y,Cancer microenvironment
38,s42003-020-01263-y,Colorectal cancer
39,s41929-019-0416-2,Catalytic mechanisms
40,s41929-019-0416-2,Chemical engineering
41,s41929-019-0416-2,Energy
42,s41929-019-0416-2,Energy supply and demand
43,s42003-020-01268-7,Developmental biology
44,s42003-020-01268-7,Morphogenesis
45,s41893-020-0558-x,Business and industry
46,s41893-020-0558-x,Environmental sciences
47,s41893-020-0558-x,Environmental social sciences
48,s41893-020-0558-x,Ocean sciences
49,s41928-019-0357-4,Electrical and electronic engineering
50,s41928-019-0357-4,Imaging and sensing
51,s41928-019-0357-4,Integrated optics
52,s41928-019-0357-4,Microwave photonics
53,s42003-020-01273-w,Biotechnology
54,s42003-020-01273-w,Stem cells
55,s41893-019-0445-5,Energy harvesting
56,s41893-019-0445-5,Environmental impact
57,s41893-019-0445-5,Mechanical engineering
58,s41893-019-0445-5,Solar thermal energy
59,s41893-019-0445-5,Water resources
60,s42003-020-01266-9,Proteases
61,s42003-020-01266-9,Target validation
62,s42003-020-0852-1,Biochemical assays
63,s42003-020-0852-1,Chemical modification
64,s42003-020-0852-1,Fluorescent dyes
65,s42003-020-0852-1,High-throughput screening
66,s42003-020-0852-1,Protein–protein interaction networks
67,s42004-020-0278-1,Materials chemistry
68,s42004-020-0278-1,Nanoscale materials
69,s42004-020-0278-1,Two-dimensional materials
70,s42003-020-0848-x,Cell signalling
71,s42003-020-0848-x,Molecular biology
72,s42003-020-0848-x,Synthetic biology
73,s42005-020-0321-7,Atomic and molecular interactions with photons
74,s42005-020-0321-7,Attosecond science
75,s42005-020-0321-7,Optical physics
76,s41928-020-0407-y,Electrical and electronic engineering
77,s41928-020-0407-y,Materials for devices
78,s41893-020-0532-7,Carbon capture and storage
79,s41893-020-0532-7,Energy security
80,s41893-020-0532-7,Hydrology
81,s41893-020-0532-7,Water resources
82,s41928-020-0391-2,Civil engineering
83,s41928-020-0391-2,Electrical and electronic engineering
84,s41928-020-0391-2,Materials for devices
85,s41928-020-0391-2,Materials science
86,s41928-020-0391-2,Mechanical engineering
87,s41929-020-0442-0,Catalytic mechanisms
88,s41929-020-0442-0,Cross-coupling reactions
89,s41929-020-0442-0,Fluorescent probes
90,s41929-020-0442-0,Heterogeneous catalysis
91,s41928-020-0369-0,Electrical and electronic engineering
92,s41928-020-0369-0,Electronic devices
93,s41928-020-0369-0,Nanoscale materials
94,s42003-020-01257-w,Animal behaviour
95,s42003-020-01257-w,Neuroscience
96,s42003-020-01257-w,Olfactory system
97,s41746-020-00331-1,Cardiovascular diseases
98,s41746-020-00331-1,Epidemiology
99,s42005-020-00431-0,Computational science
