journal,issn,title,authors,year,volume_issue,publication_date,doi
Nature,0028-0836,The E3 ligase adapter cereblon targets the C-terminal cyclic imide degron,Saki Ichikawa; Hope A Flaxman; Wenqing Xu; Nandini Vallavoju; Hannah C Lloyd; Binyou Wang; Dacheng Shen; Matthew R Pratt; Christina M Woo,2022,,,10.1038/s41586-022-05333-5
Nature,0028-0836,Audio long read: How a silly science prize changed my career.,Catriona Clarke; Benjamin Thompson,2024,,,10.1038/d41586-024-03970-6
Nature,0028-0836,Daily briefing: Omicron struggles to infect the lungs.,Flora Graham,2022,,,
Nature,0028-0836,How COVID broke the evidence pipeline.,Helen Pearson,2021,,,10.1038/d41586-021-01246-x
Nature,0028-0836,Daily briefing: What the Henrietta Lacks settlement means for ethical research,Flora Graham,2023,,,10.1038/d41586-023-02515-7
Nature,0028-0836,Daily briefing: Improve your research - switch off your phone.,Anne Marie Conlon,2022,,,10.1038/d41586-022-00472-1
Nature,0028-0836,"Calling all coronavirus researchers: keep sharing, stay open",,2020,v578 n7793 (20200204): 7,2020-02-04,10.1038/d41586-020-00307-x
Nature,0028-0836,Terahertz electric-field-driven dynamical multiferroicity in SrTiO3,M Basini; M Pancaldi; B Wehinger; M Udina; V Unikandanunni; T Tadano; M C Hoffmann; A V Balatsky; S Bonetti,2024,v628 n8008 (20240418): 534-539,2024-04-18,10.1038/s41586-024-07175-9
Nature,0028-0836,Dentists and doctors need to play on the same team.,Shervin Molayem,2021,,,10.1038/d41586-021-02919-3
Nature,0028-0836,The scientist-gardener who is harnessing tobacco’s power to heal,Virginia Gewin,2020,v586 n7830 (20201019): 636,2020-10-19,10.1038/d41586-020-02938-6
Nature,0028-0836,Peptidoglycan maturation controls outer membrane protein assembly,Gideon Mamou; Federico Corona; Ruth Cohen-Khait; Nicholas G Housden; Vivian Yeung; Dawei Sun; Pooja Sridhar; Manuel Pazos; Timothy J Knowles; Colin Kleanthous; Waldemar Vollmer,2022,v606 n7916 (20220615): 953-959,2022-06-15,10.1038/s41586-022-04834-7
Nature,0028-0836,The mini lungs and other organoids helping to beat COVID,Smriti Mallapaty,2021,v593 n7860 (20210527): 492-494,2021-05-27,10.1038/d41586-021-01395-z
Nature,0028-0836,A metabolic function of the hippocampal sharp wave-ripple.,,,,,
Nature,0028-0836,Why do bat viruses keep infecting people?,Smriti Mallapaty,2022,v611 n7937 (20221124): 646-647,2022-11-24,10.1038/d41586-022-03682-9
Nature,0028-0836,"Daily briefing: The quick, cheap way to lower carbon emissions and save species",Flora Graham,2020,,,10.1038/d41586-020-00429-2
Nature,0028-0836,License CRISPR patents for free to share gene editing globally,,2021,v597 n7875 (20210907): 152,2021-09-07,10.1038/d41586-021-02420-x
Nature,0028-0836,The rise of citational justice: how scholars are making references fairer,Diana Kwon,2022,v603 n7902 (20220322): 568-571,2022-03-22,10.1038/d41586-022-00793-1
Nature,0028-0836,Daily briefing: Long-COVID activists fought Trump research cuts and won - for now.,Flora Graham,2025,,,10.1038/d41586-025-01115-x
Nature,0028-0836,In situ structure of the red algal phycobilisome–PSII–PSI–LHC megacomplex,Xin You; Xing Zhang; Jing Cheng; Yanan Xiao; Jianfei Ma; Shan Sun; Xinzheng Zhang; Hong-Wei Wang; Sen-Fang Sui,2023,v616 n7955 (20230406): 199-206,2023-04-06,10.1038/s41586-023-05831-0
Nature,0028-0836,Store and share ancient rocks,Noah Planavsky; Ashleigh Hood; Lidya Tarhan; Shuzhong Shen; Kirk Johnson,2020,v581 n7807 (20200511): 137-139,2020-05-11,10.1038/d41586-020-01366-w
Nature,0028-0836,I’ve witnessed the wonders of the deep sea. Mining could destroy them,Beth N Orcutt,2023,v619 n7971 (20230727): 673,2023-07-27,10.1038/d41586-023-02369-z
Nature,0028-0836,Open peer-review platform for COVID-19 preprints.,Michael A Johansson; Daniela Saderi,2020,,,10.1038/d41586-020-00613-4
Nature,0028-0836,Bacteria sting viral invaders.,Justin Jenson; Zhijian J Chen,2020,,,
Nature,0028-0836,Author Correction: Inner ear biomechanics reveals a Late Triassic origin for mammalian endothermy.,Ricardo Araújo; Romain David; Julien Benoit; Jacqueline K Lungmus; Alexander Stoessel; Paul M Barrett; Jessica A Maisano; Eric Ekdale; Maëva Orliac; Zhe-Xi Luo; Agustín G Martinelli; Eva A Hoffman; Christian A Sidor; Rui M S Martins; Fred Spoor; Kenneth D Angielczyk,2023,,,10.1038/s41586-023-05700-w
Nature,0028-0836,Dynamics of RNA–protein interactions studied in living cells,Olivia S Rissland,2021,v591 n7848 (20210210): 39-40,2021-02-10,10.1038/d41586-021-00236-3
Nature,0028-0836,Controlling single polyatomic molecules in an optical array for quantum applications,,2024,,,10.1038/d41586-024-01009-4
Nature,0028-0836,A distributional code for value in dopamine-based reinforcement learning,Will Dabney; Zeb Kurth-Nelson; Naoshige Uchida; Clara Kwon Starkweather; Demis Hassabis; Rémi Munos; Matthew Botvinick,2020,v577 n7792 (20200130): 671-675,2020-01-30,10.1038/s41586-019-1924-6
Nature,0028-0836,The geoscientist fighting for universities to confront systemic racism.,Tosin Thompson,2022,,,10.1038/d41586-022-03265-8
Nature,0028-0836,Large study broadens view of the genetic landscape of bipolar disorder,,2025,,,10.1038/d41586-025-00101-7
Nature,0028-0836,Daily briefing: Long-lost branch of the Nile ran by the pyramids.,Flora Graham,2024,,,10.1038/d41586-024-01485-8
Nature,0028-0836,Birding with my human,Sylvia Heike,2021,,,10.1038/d41586-021-01866-3
Nature,0028-0836,Five key climate and space projects on Trump’s chopping block,Alexandra Witze; Dan Garisto; Jeff Tollefson,2025,v640 n8060 (20250424): 865-867,2025-04-24,10.1038/d41586-025-01217-6
Nature,0028-0836,A global drive to eliminate cervical cancer,Sarah DeWeerdt,2020,,,
Nature,0028-0836,How does monkeypox spread? What scientists know,Max Kozlov,2022,v608 n7924 (20220811): 655-656,2022-08-11,10.1038/d41586-022-02178-w
Nature,0028-0836,Spacecraft will take first-ever images of Sun's elusive poles.,Jonathan O'Callaghan,2020,,,10.1038/d41586-020-00365-1
Nature,0028-0836,Optical manipulation of electronic dimensionality in a quantum material,Shaofeng Duan; Yun Cheng; Wei Xia; Yuanyuan Yang; Chengyang Xu; Fengfeng Qi; Chaozhi Huang; Tianwei Tang; Yanfeng Guo; Weidong Luo; Dong Qian; Dao Xiang; Jie Zhang; Wentao Zhang,2021,v595 n7866 (20210707): 239-244,2021-07-07,10.1038/s41586-021-03643-8
Nature,0028-0836,"Daily briefing: In most mammal species, males and females are the same size - or females are bigger.",Flora Graham,2024,,,10.1038/d41586-024-00800-7
Nature,0028-0836,Pollution - bring the field into the lab.,Anna von Mikecz; Andrea Scharf,2022,,,10.1038/d41586-022-00444-5
Nature,0028-0836,Ni-electrocatalytic Csp3-Csp3 doubly decarboxylative coupling.,Benxiang Zhang; Yang Gao; Yuta Hioki; Martins S Oderinde; Jennifer X Qiao; Kevin X Rodriguez; Hai-Jun Zhang; Yu Kawamata; Phil S Baran,2022,,,10.1038/s41586-022-04691-4
Nature,0028-0836,Author Correction: Layered nanocomposites by shear-flow-induced alignment of nanosheets,Chuangqi Zhao; Pengchao Zhang; Jiajia Zhou; Shuanhu Qi; Yoshihiro Yamauchi; Ruirui Shi; Ruochen Fang; Yasuhiro Ishida; Shutao Wang; Antoni P Tomsia; Mingjie Liu; Lei Jiang,2020,v582 n7811 (20200523): E4,2020-05-23,10.1038/s41586-020-2372-z
Nature,0028-0836,A graphical guide to ischaemic heart disease,Benjamin Plackett,2021,v594 n7862 (20210610): S3,2021-06-10,10.1038/d41586-021-01450-9
Nature,0028-0836,Radiation-driven acceleration in the expanding WR140 dust shell,Yinuo Han; Peter G Tuthill; Ryan M Lau; Anthony Soulain,2022,v610 n7931 (20221012): 269-272,2022-10-12,10.1038/s41586-022-05155-5
Nature,0028-0836,Publisher Correction: Nonlinear mechanics of human mitotic chromosomes.,,,,,
Nature,0028-0836,Lactate helps cancer cells resist chemotherapy.,,2024,,,10.1038/d41586-024-02731-9
Nature,0028-0836,Publisher Correction: Heat and carbon coupling reveals ocean warming due to circulation changes,Ben Bronselaer; Laure Zanna,2020,v586 n7830 (20201022): E29,2020-10-22,10.1038/s41586-020-2765-z
Nature,0028-0836,Black scientist network celebrates successes — but calls for more support,Ariana Remmel,2021,v595 n7866 (20210628): 157-158,2021-06-28,10.1038/d41586-021-01734-0
Nature,0028-0836,Your brain could be controlling how sick you get — and how you recover,Diana Kwon,2023,v614 n7949 (20230223): 613-615,2023-02-23,10.1038/d41586-023-00509-z
Nature,0028-0836,Plasticity of ether lipids promotes ferroptosis susceptibility and evasion,Yilong Zou; Whitney S Henry; Emily L Ricq; Emily T Graham; Vaishnavi V Phadnis; Pema Maretich; Sateja Paradkar; Natalie Boehnke; Amy A Deik; Ferenc Reinhardt; John K Eaton; Bryan Ferguson; Wenyu Wang; Joshua Fairman; Heather R Keys; Vlado Dančík; Clary B Clish; Paul A Clemons; Paula T Hammond; Laurie A Boyer; Robert A Weinberg,2020,,,10.1038/s41586-020-2732-8
Nature,0028-0836,Hot buttered grubs.,Jordan Price,2021,,,10.1038/d41586-021-01062-3
Nature,0028-0836,Archimedean lattices emerge in template-directed eutectic solidification,Kulkarni AA; Zhang R; Braun PV; Hanson E; Thornton K,2020,,,10.1038/s41586-019-1893-9
Nature,0028-0836,Single-cell roadmap of human gonadal development,Luz Garcia-Alonso; Valentina Lorenzi; Cecilia Icoresi Mazzeo; João Pedro Alves-Lopes; Kenny Roberts; Carmen Sancho-Serra; Justin Engelbert; Magda Marečková; Wolfram H Gruhn; Rachel A Botting; Tong Li; Berta Crespo; Stijn van Dongen; Vladimir Yu Kiselev; Elena Prigmore; Mary Herbert; Ashley Moffett; Alain Chédotal; Omer Ali Bayraktar,2022,,,10.1038/s41586-022-04918-4
Nature,0028-0836,Daily briefing: Deep-ocean circulation around Antarctica could be collapsing.,Flora Graham,2023,,,10.1038/d41586-023-00943-z
Nature,0028-0836,A microbe that uses crude oil to make methane,Guillaume Borrel,2021,,,
Nature,0028-0836,Chemists who invented revolutionary ‘click’ reactions win Nobel,Davide Castelvecchi; Heidi Ledford,2022,v610 n7931 (20221005): 242-243,2022-10-05,10.1038/d41586-022-03087-8
Nature,0028-0836,The researchers using AI to analyse peer review,Richard Van Noorden,2022,v609 n7927 (20220915): 455,2022-09-15,10.1038/d41586-022-02787-5
Nature,0028-0836,"The devastating history of Hurricane Katrina, the next wave of universities, and a personal memoir of the HIV epidemic: Books in brief",Andrew Robinson,2020,v582 n7812 (20200618): 333,2020-06-18,10.1038/d41586-020-01749-z
Nature,0028-0836,Key role of chemistry versus bias in electrocatalytic oxygen evolution,Hong Nhan Nong; Lorenz J Falling; Arno Bergmann; Malte Klingenhof; Hoang Phi Tran; Camillo Spöri; Rik Mom; Janis Timoshenko; Guido Zichittella; Axel Knop-Gericke; Simone Piccinin; Javier Pérez-Ramírez; Beatriz Roldan Cuenya; Robert Schlögl; Peter Strasser; Detre Teschner; Travis E Jones,2020,v587 n7834 (20201119): 408-413,2020-11-19,10.1038/s41586-020-2908-2
Nature,0028-0836,COVID-19 rarely spreads through surfaces. So why are we still deep cleaning?,Dyani Lewis,2021,v590 n7844 (20210129): 26-28,2021-01-29,10.1038/d41586-021-00251-4
Nature,0028-0836,Structural basis of GABA reuptake inhibition.,Zenia Motiwala; Nanda Gowtham Aduri; Hamidreza Shaye; Gye Won Han; Jordy Homing Lam; Vsevolod Katritch; Vadim Cherezov; Cornelius Gati,2022,,,10.1038/s41586-022-04814-x
Nature,0028-0836,Best ever clocks: breakthrough paves way for ultra-precise ‘nuclear’ timekeepers,Elizabeth Gibney,2024,v629 n8012 (20240516): 514-515,2024-05-16,10.1038/d41586-024-01353-5
Nature,0028-0836,Robot surgeons steer smoothly with help from magnet-free motor,,2022,v606 n7913 (20220526): 230,2022-05-26,10.1038/d41586-022-01485-6
Nature,0028-0836,Female scientists miss out on overseas opportunities,,2023,v615 n7951 (20230301): 190,2023-03-01,10.1038/d41586-023-00566-4
Nature,0028-0836,Quarks show that quantum entanglement holds at high energies.,Martin Hentschinski,2024,,,
Nature,0028-0836,Asteroid lost 1 million kilograms after collision with DART spacecraft.,Alexandra Witze,2023,,,10.1038/d41586-023-00601-4
Nature,0028-0836,The stark disparity in a virus’s deadly toll on kids,,2022,v606 n7912 (20220524): 10,2022-05-24,10.1038/d41586-022-01446-z
Nature,0028-0836,India’s cyclones: hasten mitigation measures,Joyita Roy Chowdhury; Yashobanta Parida; Prakash Kumar Sahoo,2021,v596 n7870 (20210805): 35,2021-08-05,10.1038/d41586-021-02131-3
Nature,0028-0836,A human-specific modifier of cortical connectivity and circuit function,Ewoud R E Schmidt; Hanzhi T Zhao; Jung M Park; Mario Dipoppa; Mauro M Monsalve-Mercado; Jacob B Dahan; Chris C Rodgers; Amélie Lejeune; Elizabeth M C Hillman; Kenneth D Miller; Randy M Bruno; Franck Polleux,2021,v599 n7886 (20211125): 640-644,2021-11-25,10.1038/s41586-021-04039-4
Nature,0028-0836,Rubbish-raiding parrots take lessons from co-conspirators,,2021,v595 n7869 (20210722): 628,2021-07-22,10.1038/d41586-021-01999-5
Nature,0028-0836,Welcome anyons! Physicists find best evidence yet for long-sought 2D structures.,Davide Castelvecchi,2020,,,10.1038/d41586-020-01988-0
Nature,0028-0836,Diverse clonal fates emerge upon drug treatment of homogeneous cancer cells,Yogesh Goyal; Gianna T Busch; Maalavika Pillai; Jingxin Li; Ryan H Boe; Emanuelle I Grody; Manoj Chelvanambi; Ian P Dardani; Benjamin Emert; Nicholas Bodkin; Jonas Braun; Dylan Fingerman; Amanpreet Kaur; Naveen Jain; Pavithran T Ravindran; Ian A Mellis; Karun Kiani; Gretchen M Alicea; Mitchell E Fane; Syeda Subia Ahmed; Haiyin Li,2023,v620 n7974 (20230817): 651-659,2023-08-17,10.1038/s41586-023-06342-8
Nature,0028-0836,Climate effects on archaic human habitats and species successions,Axel Timmermann; Kyung-Sook Yun; Pasquale Raia; Jiaoyang Ruan; Alessandro Mondanaro; Elke Zeller; Christoph Zollikofer; Marcia Ponce de León; Danielle Lemmon; Matteo Willeit; Andrey Ganopolski,2022,v604 n7906 (20220413): 495-501,2022-04-13,10.1038/s41586-022-04600-9
Nature,0028-0836,Aerodynamic analysis of SARS-CoV-2 in two Wuhan hospitals,Liu Y; Chen Y; Guo M; Liu X; Xu K; Lan K; Ning Z; Gali NK; Sun L; Westerdahl D; Duan Y; Fu Q; Cai J; Kan H; Ho K-F,2020,,,10.1038/s41586-020-2271-3
Nature,0028-0836,Reduced reproductive success is associated with selective constraint on human genes.,,,,,
Nature,0028-0836,Social-media reform is flying blind,Chris Bail,2022,v603 n7903 (20220331): 766,2022-03-31,10.1038/d41586-022-00805-0
Nature,0028-0836,Deep whole-genome ctDNA chronology of treatment-resistant prostate cancer,Cameron Herberts; Matti Annala; Joonatan Sipola; Sarah W S Ng; Xinyi E Chen; Anssi Nurminen; Olga V Korhonen; Aslı D Munzur; Kevin Beja; Elena Schönlau; Cecily Q Bernales; Elie Ritch; Jack V W Bacon; Nathan A Lack; Matti Nykter; Rahul Aggarwal; Eric J Small; Martin E Gleave; David A Quigley; Felix Y Feng; Kim N Chi; Alexander W Wyatt,2022,v608 n7921 (20220804): 199-208,2022-08-04,10.1038/s41586-022-04975-9
Nature,0028-0836,H2A.Z facilitates licensing and activation of early replication origins,Haizhen Long; Liwei Zhang; Mengjie Lv; Zengqi Wen; Wenhao Zhang; Xiulan Chen; Peitao Zhang; Tongqing Li; Luyuan Chang; Caiwei Jin; Guozhao Wu; Xi Wang; Fuquan Yang; Jianfeng Pei; Ping Chen; Raphael Margueron; Haiteng Deng; Mingzhao Zhu; Guohong Li,2020,v577 n7791 (20200123): 576-581,2020-01-23,10.1038/s41586-019-1877-9
Nature,0028-0836,The world needs a COP for water like the one for climate change,Simon Porcher,2024,v628 n8008 (20240418): 502,2024-04-18,10.1038/d41586-024-01085-6
Nature,0028-0836,Martian sounds reveal the secrets of the red planet's core.,Geoff Marsh; Nick Petrić Howe,2023,,,10.1038/d41586-023-03388-6
Nature,0028-0836,pH-dependent water permeability switching and its memory in MoS2 membranes,C Y Hu; A Achari; P Rowe; H Xiao; S Suran; Z Li; K Huang; C Chi; C T Cherian; V Sreepal; P D Bentley; A Pratt; N Zhang; K S Novoselov; A Michaelides; R R Nair,2023,v616 n7958 (20230427): 719-723,2023-04-27,10.1038/s41586-023-05849-4
Nature,0028-0836,Taking graphene out of the laboratory and into the real world.,Chris Woolston,2021,,,10.1038/d41586-021-00463-8
Nature,0028-0836,Author Correction: Microglia regulate central nervous system myelin growth and integrity,Niamh B McNamara; David A D Munro; Nadine Bestard-Cuche; Akiko Uyeda; Jeroen F J Bogie; Alana Hoffmann; Rebecca K Holloway; Irene Molina-Gonzalez; Katharine E Askew; Stephen Mitchell; William Mungall; Michael Dodds; Carsten Dittmayer; Jonathan Moss; Jamie Rose; Stefan Szymkowiak; Lukas Amann; Barry W McColl; Marco Prinz,2024,,,10.1038/s41586-024-07696-3
Nature,0028-0836,Homomeric chains of intermolecular bonds scaffold octahedral germanium perovskites,Amin Morteza Najarian; Filip Dinic; Hao Chen; Randy Sabatini; Chao Zheng; Alan Lough; Thierry Maris; Makhsud I Saidaminov; F Pelayo García de Arquer; Oleksandr Voznyy; Sjoerd Hoogland; Edward H Sargent,2023,v620 n7973 (20230810): 328-335,2023-08-10,10.1038/s41586-023-06209-y
Nature,0028-0836,Carbon monoxide gas produced by a giant impact in the inner region of a young system.,,,,,
Nature,0028-0836,Daily briefing: Made-up words communicate across cultures,Flora Graham,2021,,,10.1038/d41586-021-02464-z
Nature,0028-0836,Publisher Correction: A single-cell transcriptome atlas of marsupial embryogenesis and X inactivation,Shantha K Mahadevaiah; Mahesh N Sangrithi; Takayuki Hirota; James M A Turner,2021,v590 n7844 (20210204): E28,2021-02-04,10.1038/s41586-020-03110-w
Nature,0028-0836,Gender pay gap closes after salary information goes public,,2022,v602 n7898 (20220224): 550,2022-02-24,10.1038/d41586-022-00434-7
Nature,0028-0836,Colossal 'jets' shooting from a black hole defy physicists' theories,Benjamin Thompson; Emily Bates,2024,,,10.1038/d41586-024-03071-4
Nature,0028-0836,Mars’s glowing auroras snapped by Hope spacecraft,Davide Castelvecchi,2021,,,10.1038/d41586-021-01811-4
Nature,0028-0836,Observation of Nagaoka polarons in a Fermi-Hubbard quantum simulator.,Martin Lebrat; Muqing Xu; Lev Haldar Kendrick; Anant Kale; Youqi Gang; Pranav Seetharaman; Ivan Morera; Ehsan Khatami; Eugene Demler; Markus Greiner,2024,,,10.1038/s41586-024-07272-9
Nature,0028-0836,Corralling photons to solve problems in seconds,James Mitchell Crow,2022,v610 n7931 (20221010): 412,2022-10-10,10.1038/d41586-022-03205-6
Nature,0028-0836,Video: how to make the construction industry circular.,,2022,,,10.1038/d41586-022-03652-1
Nature,0028-0836,Giant spin polarization and a pair of antiparallel spins in a chiral superconductor,R Nakajima; D Hirobe; G Kawaguchi; Y Nabei; T Sato; T Narushima; H Okamoto; H M Yamamoto,2023,v613 n7944 (20230119): 479-484,2023-01-19,10.1038/s41586-022-05589-x
Nature,0028-0836,Auto articles: an experiment in AI-generated content,Catherine Armitage; Markus Kaindl,,,,
Nature,0028-0836,Daily briefing: Why RNA hasn’t yet had its ‘AlphaFold’ moment,Flora Graham,2025,,,10.1038/d41586-025-00974-8
